artigo_id,estrato_audit,item_id,grau_audit,na_audit,justificativa_na_audit,evidencia_audit,observacoes_audit,estrato_retest,grau_retest,na_retest,justificativa_na_retest,evidencia_retest,observacoes_retest
ID_15,FER,ETH,0,0,,"p. 173; Sec. IV; --; busquei por aprovação ética, consentimento ou privacidade na curadoria das imagens faciais e não encontrei.","Grau 0. Afirma ter curado um dataset diverso de imagens faciais, mas não declara os termos éticos da coleta, licenças ou consentimento dos envolvidos.",FER,0,0,,"Sec. I a VI; --; procurou-se por declaração de ética, governança ou licenciamento sobre o uso de dados de imagens faciais, mas não houve registro.","Grau 0. O artigo utiliza retratos de rostos humanos provenientes da internet (Kaggle e Google Images), dados sensíveis por envolverem biometria. Contudo, não apresenta qualquer revisão ética (IRB), não aborda a licença de uso das imagens raspadas ou diretrizes de privacidade e governança sobre as identidades utilizadas no treinamento."
ID_19,MULTI,ETH,0,0,,"p. 221-225; Sec. III.B/III.D; --; busquei por considerações éticas no uso de webcam em tempo real, consentimento ou licenças das bases e não encontrei.","Grau 0. Propõe a captura em tempo real por webcam além do uso de diversas bases de dados de fala e imagem, falhando em reportar qualquer proteção de privacidade ou termo ético.",MULTI,0,0,,"Sec. I a V; --; procurou-se por declaração de conformidade ética ou uso responsável de biometria, mas nada foi encontrado no texto.","Grau 0. O estudo processa rostos humanos e vozes (dados claramente sensíveis e biométricos), utilizando bases de atores reais. No entanto, o texto não cita aprovação ética por conselho (IRB), não aborda licenciamento original das bases, privacidade ou conformidade no uso responsável das identidades presentes nas mídias."
ID_41,SER,ETH,2,0,,"p. 243-248, 253, 275-279; Sec. III/V.A/XII; --; detalha aprovação do IRB, consentimento, criptografia, deleção de áudio, pseudonimização, minimização de terceiros e avalia ativamente os riscos éticos e de vigilância.","Grau 2. Excelente relatório de governança. Possui base legal (IRB e consentimento assinado), e vai muito além descrevendo criptografia (segurança), descarte imediato (retenção), remoção de vozes de terceiros (minimização), pseudonimização (identificador codificado) e possui uma seção inteira dedicada aos riscos éticos e benefícios.",SER,2,0,,"p. 4, 6-7, 12-13; Sec. III.A/C, V.A/B e XII; --; relato rigoroso com aprovação ética do IRB, consentimento, descarte de dados após processamento, criptografia, pseudonimização e detalhamento de riscos e mitigações.","Grau 2. O estudo descreve de forma operacional e coerente a governança dos dados (áudio contínuo e saúde mental). Possui aprovação explícita do IRB e consentimento dos participantes. Apresenta vários elementos adicionais requisitados pela âncora: retenção e descarte (áudios originais não são retidos, são deletados imediatamente após processamento na nuvem); controle de acesso e segurança (criptografia assimétrica no dispositivo, transmissão segura para servidor seguro aprovado e uso de app em conformidade com HIPAA); pseudonimização (apenas identificador codificado é transmitido para as anotações); e riscos e mitigação (uma seção inteira de 'Ethical Considerations' avaliando danos potenciais, questões de autonomia, vigilância e como mitigá-las)."
ID_33,MULTI,ETH,0,0,,"p. 655-656; Sec. 3; --; busquei por declarações de ética, privacidade ou licença de uso da base IMPRESSION e não encontrei.","Grau 0. Trabalha com interações diádicas providas de áudio, vídeo, monitoramento ocular e fisiológico (sinais do sistema nervoso autônomo), sem contudo declarar licenças, ética de pesquisa ou governança sobre os dados.",MULTI,0,0,,"p. 1-4; --; --; procurou-se por aprovação ética, governança ou discussão de uso de dados biométricos, mas nenhuma informação foi relatada.","Grau 0. Embora o modelo manipule comportamentos não-verbais humanos extraídos de áudio, vídeo facial e sinais de sensores biométricos sensíveis (ECG, EEG), não há nenhuma declaração de aprovação ética (IRB), termo de conformidade, consentimento, governança sobre a licença dos dados no repositório de origem ou considerações sobre o uso responsável no manuscrito."
ID_43,SER,ETH,1,0,,"p. 672, 674, 680; Sec. I/III/IV; --; detalha o uso de Federated Learning como técnica de preservação de privacidade e minimização da transmissão de dados, sem declarar conformidade ética ou de uso do dataset IEMOCAP subjacente.","CONFLITO: O artigo não apresenta consentimento, base legal ou licenças para a base IEMOCAP utilizada como simulador. Contudo, a essência estrutural do paper é propor uma técnica de governança de dados descentralizada (Federated Learning) voltada justamente a garantir o controle de segurança (dados retidos nos dispositivos) e minimização. Por este foco operacional explícito em conformidade de privacidade, recebe Grau 1.",SER,1,0,,"Sec. I. INTRODUCTION; --; o relato foca inteiramente no mecanismo computacional de proteção de privacidade via Federated Learning, mas omite informações éticas sobre a base.","Grau 1. O foco do artigo é justamente prover um mecanismo para minimizar os riscos de vazamento de informações sensíveis (fala) mantendo os dados de treinamento no próprio dispositivo do usuário (Federated Learning) e discutindo conformidade com a General Data Protection Regulation (GDPR). Isso atende aos critérios operacionais de privacidade. Contudo, em relação aos dados humanos efetivamente utilizados na validação empírica (IEMOCAP), o texto falha ao não citar licenciamento, consentimento original ou aprovação ética institucional."
ID_12,FER,VZ,0,1,"O documento avaliado contém apenas referências bibliográficas, não havendo descrição de metodologia, modelo preditivo, ou conjuntos de treino/teste.",--,NA=1. Impossível avaliar prevenção de vazamento na ausência total de protocolo experimental.,FER,0,0,,"p. 3-4; Sec. III. METHODOLOGY; --; procurou-se por regras de separação por sujeito ou controle de vazamento na divisão e aumento de dados, mas o artigo relata apenas a proporção genérica de particionamento (80/20).","Grau 0. O artigo realiza o particionamento do conjunto de imagens (80% treino, 20% validação) e aplica técnicas de aumento de dados (rotação, espelhamento, etc.). Contudo, não descreve nenhuma regra de separação para impedir que o mesmo sujeito apareça em múltiplos conjuntos ou que variações sintéticas geradas a partir da mesma imagem original cruzem as partições."
ID_15,FER,VZ,0,0,,p. 159-160; Sec. III; --; busquei por descrição de separação de dados ou regras de k-fold e não encontrei.,"Grau 0. O artigo descreve as camadas da CNN, mas não especifica como os dados foram particionados e não menciona a prevenção de vazamento entre amostras do mesmo indivíduo.",FER,0,0,,"Sec. IV. EXPERIMENTAL ANALYSIS; --; procurou-se por regras de prevenção de vazamento ou separação por identidade na divisão dos conjuntos, mas não existem salvaguardas reportadas.","Grau 0. A divisão da base de dados e a técnica de data augmentation (cropping, flipping, etc.) são aplicadas sobre as imagens compiladas do Google e Kaggle sem salvaguardas explícitas de identidade. Ao não isolar e bloquear adequadamente os indivíduos entre as fases de treino e teste, o protocolo carece de qualquer regra para a prevenção de vazamento de informações."
ID_19,MULTI,VZ,0,0,,"p. 202; Sec. III.A; --; relata a divisão do dataset em uma proporção de 80:20 para treino e teste, de forma simples.","Grau 0. O particionamento é descrito genericamente como um split 80/20, omitindo técnicas essenciais de prevenção de vazamento (como isolamento de atores do dataset RAVDESS).",MULTI,0,0,,"Sec. III.A e IV.A; --; o artigo apenas menciona divisões genéricas de proporção, sem mencionar regras de controle de identidade na separação.",Grau 0. A divisão descrita (80:20 e 90:10) é aplicada diretamente ao volume do conjunto de dados ('split into an 80:20 ratio'). A base RAVDESS (bem como a CK+) possui múltiplas instâncias produzidas pelo mesmo sujeito (24 atores com muitas gravações). A falta de uma regra explícita de prevenção de vazamento baseada na identidade/participante indica probabilidade altíssima de unidades correlatas e sobreposição indevida entre treino e teste.
ID_41,SER,VZ,2,0,,"p. 253-254; Sec. VII.B; --; adota explicitamente a abordagem 'leave-one-participant-out' (LOPO) para predição, garantindo independência de participantes.",Grau 2. Descreve claramente uma regra verificável de separação. A utilização de 'leave-one-participant-out' assegura ativamente que as amostras de treino e teste não possuam vazamento de informações da mesma identidade (unidades correlatas bloqueadas).,SER,2,0,,p. 9; Sec. VII.B; --; descreve a adoção da estratégia leave-one-participant-out e declara expressamente que participantes não figuram em ambos os conjuntos.,Grau 2. O estudo descreve regras verificáveis de isolamento e controle de vazamento ao adotar o esquema leave-one-participant-out para os modelos LMEM baseados nos sujeitos acompanhados. A evidência de checagem é expressa no próprio texto ao garantir a independência do protocolo: 'The result is a participant-independent analysis (participants are not in both the training and the testing data)'.
ID_33,MULTI,VZ,0,0,,"p. 631; Sec. 5.1; --; indica uso aleatório de 80% dos dados para treino, 10% validação e 10% teste ('randomly used 80%...').","Grau 0. Emprega a simples divisão aleatória ('random split') em dados diádicos de pares, falhando em isolar os participantes inter-conjuntos, o que acarreta grave risco de vazamento relacional.",MULTI,0,0,,"p. 3; Sec. 5.1. Implementation; --; procurou-se por regras de bloqueio de identidade ou prevenção de vazamento na divisão dos dados, mas não existem salvaguardas reportadas.","Grau 0. A divisão da base de dados em treino, validação e teste foi feita de maneira inteiramente aleatória ('We randomly used 80% of the data...'). Dada a natureza temporal da série da base e o fato de os mesmos sujeitos estarem ao longo das anotações, realizar split aleatório sem a exclusão por bloqueio ou identidade de participante caracteriza ausência total de prevenção de vazamento de informação, configurando forte dependência."
ID_43,SER,VZ,2,0,,p. 661-662; Sec. IV; Tab. I; especifica a estratégia Leave-One-Session-Out (LOSO) focando explicitamente no cenário 'speaker independent' para evitar a sobreposição ('overlap') de locutores.,Grau 2. O desenho do experimento impõe e define claramente a exclusão de sessões repetidas com a finalidade primária de evitar sobreposição de vozes/locutores entre o treino e o teste.,SER,2,0,,"Sec. IV. EVALUATION; Tab. I; descreve o uso da estratégia Leave-One-Session-Out (LOSO) explícita para o cenário de Speaker Independent, assegurando a prevenção de vazamento por locutor.","Grau 2. O estudo aplica regras verificáveis de isolamento e controle de vazamento de identidade, garantindo independência ao separar adequadamente os indivíduos entre o treino e teste através do protocolo LOSO nos testes independentes de locutor (Speaker Independent experiments), declarando de maneira explícita o controle de sobreposição de participantes."
ID_12,FER,EXT,0,0,,"p. 114-118; References; --; o arquivo contém apenas referências bibliográficas, não havendo protocolo experimental ou teste entre bases localizável.","Grau 0. Ausência total de metodologia, impedindo a verificação de testes de generalização externa.",FER,0,0,,"p. 3-4; Sec. III. METHODOLOGY; Fig. 2; procurou-se por protocolo entre bases, mas o modelo foi avaliado apenas internamente com particionamento 80/20 da mesma base de dados.","Grau 0. O artigo não realiza testes de generalização externa. A avaliação é feita puramente por particionamento interno (80% treino e 20% validação/teste) do mesmo conjunto de imagens faciais obtido de fontes públicas, sem testar o modelo final em uma base de dados distinta e independente."
ID_15,FER,EXT,0,0,,p. 166-171; Sec. I-III; --; busquei por protocolo de generalização externa entre bases e não encontrei; o texto não relata treino em uma base e teste em outra.,"Grau 0. Foca na proposição teórica das camadas CNN, sem relatar um design experimental onde o modelo seria submetido a uma validação entre domínios distintos de bancos de dados.",FER,0,0,,"Sec. IV e V; --; procurou-se por teste entre bases, mas o modelo foi avaliado exclusivamente num pool de dados combinados, sem isolar uma base externa apenas para o teste.",Grau 0. O estudo não testa o modelo treinado em um corpus distinto de expressões faciais. As fontes de dados (Kaggle e Google) foram unidas em um único banco de dados para treinamento e os testes ocorreram unicamente em parcelas internas dessas próprias fontes reunidas.
ID_19,MULTI,EXT,1,0,,"p. 224, 227-229; Sec. III.B/IV; --; treina o modelo nas bases FER 2013, CK+ e RAVDESS e aplica na webcam em tempo real, mas não reporta avaliação quantitativa com rótulos de destino para predição ao vivo.","Grau 1. Treina os modelos nas bases padrão para áudio/vídeo e os aplica ao vivo via webcam. Contudo, relata apenas as métricas de treino/validação interna das bases de origem, sem apresentar métricas quantitativas de acerto para os dados do ambiente alvo (webcam).",MULTI,0,0,,Sec. III.A; --; bases de dados combinadas e divididas internamente sem teste em corpus cruzado independente.,"Grau 0. Para o modelo de imagem, o texto afirma que o 'CNN model got training using images from the FER 2013 and CK+ datasets. The dataset was split into an 80:20 ratio'. Ou seja, as duas bases foram combinadas antes da divisão interna. Nenhuma base distinta foi isolada por completo unicamente para a fase de testes de generalização externa."
ID_41,SER,EXT,1,0,,"p. 247-248, 251-252, 269; Sec. IV.A/IV.B/VII.B; --; o modelo de emoção é treinado na base MSP-Podcast e aplicado na base real do estudo (sem rótulos de emoção explícitos para o cálculo), não havendo avaliação quantitativa da predição de emoções na base de destino.","Grau 1. O modelo extrator de emoção contínua é treinado no MSP-Podcast e ativado nos dados diários reais capturados pelo app PRIORI. Contudo, não há labels de emoção no mundo real para validar quantitativamente esse classificador acústico neste estudo, sendo os resultados avaliados apenas no âmbito da correlação clínica (humor/doença), o que recai na âncora 1.",SER,1,0,,"p. 5, 10-11; Sec. IV.B e VIII; --; o modelo de emoção treinado em MSP-Podcast é aplicado na base PRIORI sem avaliação quantitativa da emoção, e generalização cross-corpus é discutida citando trabalho anterior.","Grau 1. O artigo treina o modelo acústico de emoção na base pública MSP-Podcast e o aplica para inferência em uma base distinta do mundo real (PRIORI). Contudo, não há avaliação quantitativa do reconhecimento de emoção na base de destino (avalia-se a predição clínica downstream, já que a base não possui ground-truth compatível de emoção). Além disso, a capacidade de generalização externa do modelo de emoções (para IEMOCAP e MSP-Improv) é discutida de forma indireta, apoiando-se em resultados de um trabalho anterior publicado pelos autores."
ID_33,MULTI,EXT,0,0,,p. 640; Sec. 5.1; --; busquei por avaliação de generalização em base externa e não encontrei; o modelo é treinado e testado apenas internamente na base IMPRESSION (80-10-10).,"Grau 0. Falha em estabelecer as métricas submetendo a generalização em base adversa, mantendo seus 10% de dados de teste oriundos do mesmo domínio IMPRESSION original.",MULTI,0,0,,"p. 3; Sec. 5.1; --; avaliado apenas internamente no subconjunto de testes, sem verificação de generalização em outras bases.",Grau 0. O artigo reporta os resultados do modelo sobre a parcela de 10% de testes pertencente unicamente à própria base Dyadic IMPRESSION. Não há desenho experimental que avalie o treinamento em uma base e execução e inferência em outra (ausência de generalização cross-corpus).
ID_43,SER,EXT,0,0,,"p. 664, 669; Sec. IV; Tab. I; busquei por protocolo de teste entre bases e não encontrei; as avaliações são realizadas unicamente na base IEMOCAP por validação cruzada.","Grau 0. Todos os domínios de clientes, sobreposição de locutores e instâncias de treinamento não supervisionado foram validados com recortes do próprio corpus IEMOCAP.",SER,0,0,,"Sec. IV. EVALUATION; --; procurou-se por testes de generalização externa, mas o modelo foi avaliado exclusivamente com divisões internas da base IEMOCAP.","Grau 0. O artigo reporta treinamentos e avaliações restritos à base IEMOCAP. Apesar de aplicar independência por locutor, isso consiste em particionamento interno. O modelo não é avaliado quantitativamente em um corpus externo e distinto para verificar sua generalização entre bases."
ID_12,FER,CST,0,1,"O documento é composto unicamente por referências bibliográficas, logo, trata-se de arquivo sem execução computacional autoral de treino ou inferência.",--,NA=1. Não há implementação no fragmento fornecido; trata-se de listagem referencial.,FER,0,0,,"p. 3; Sec. III. METHODOLOGY; --; procurou-se por tempo de treino, tempo de inferência, uso de memória, hardware ou parâmetros, mas não foram encontrados.","Grau 0. O estudo não reporta qualquer informação quantitativa sobre custo computacional, número de parâmetros ou ambiente de execução. O texto traz apenas afirmações genéricas de que o Max Pooling 'aumenta a eficiência do modelo' e que o uso de escala de cinza evita que a 'carga computacional se torne pesada'. Como a regra proíbe tratar afirmações vagas de eficiência como evidência suficiente sem valores numéricos ou contexto, a pontuação é 0."
ID_15,FER,CST,1,0,,"p. 170, 174; Sec. II/III; --; descreve o ambiente de software (Keras, Python) e a necessidade qualitativa de computação de alta performance, sem hardware específico ou tempos.","Grau 1. Detalha as bibliotecas abertas utilizadas, mas no que tange ao hardware, restringe-se à afirmação descritiva de que as tarefas demandam ""um computador de alta performance"", carecendo de números comprobatórios.",FER,0,0,,"Sec. I e V; --; procurou-se por medições quantitativas de custo, latência, quantidade de parâmetros ou hardware utilizado, mas existem apenas alegações qualitativas.","Grau 0. Os autores afirmam em formato qualitativo que o sistema pode ser aplicado em tempo real e de forma eficiente ('efficiency and real-time applicability'). No entanto, o texto omite integralmente qualquer número de complexidade (FLOPs, tempo de inferência por imagem, quantidade total de parâmetros na CNN) e não reporta o ambiente de hardware no qual os modelos rodaram."
ID_19,MULTI,CST,1,0,,"p. 235, 241; Sec. III.A/IV.A; --; detalha ambiente de software, hiperparâmetros e cita qualitativamente o expressivo tempo e poder de processamento adicional exigidos pelo LSTM, sem hardware específico.","Grau 1. O estudo fornece rica enumeração de suas dependências e tamanhos (batch de 128) e afirma que a técnica LSTM possui alto custo e latência em relação à CNN, porém a avaliação exata deste custo permanece no plano puramente descritivo.",MULTI,1,0,,"Sec. IV.B; --; oferece análise qualitativa de custo referenciando que a CNN é mais simples e rápida, enquanto a LSTM consome mais processamento e tempo.","Grau 1. O artigo possui uma afirmação qualitativa relacionada à eficiência computacional ao contrastar os modelos: descreve que o treinamento da CNN é 'mais rápido e simples' (faster and simpler to train), enquanto o uso da arquitetura LSTM em séries de tempo 'demands significant processing power and additional time'. No entanto, falta o relato de valores estritamente quantitativos (ex: latência exata, tempo em segundos, ou parâmetros da rede) e o hardware de execução."
ID_41,SER,CST,1,0,,"p. 264-266; Sec. IV.B; --; relata parâmetros de otimização da rede contínua e cita qualitativamente a melhoria no tempo total de treinamento via GEM, sem hardware ou tempos quantitativos em minutos/segundos.","Grau 1. Há especificações parciais do ambiente e uma descrição indireta da eficiência em relação a um de seus componentes (redução no total training time evitando retreinar o set todo), insuficientes para o Grau 2 por ausência de marcação temporal quantificável atrelada a servidor/hardware.",SER,0,0,,"p. 3-5; Sec. III e IV.B; --; procurou-se por tempo de treino, inferência, hardware de execução ou contagem de parâmetros, mas nenhum valor quantitativo foi reportado.","Grau 0. O artigo menciona que o processamento ocorre na nuvem ('cloud processing') via um 'secure server' e descreve as dimensões dos vetores de entrada do Wav2Vec2/BERT, além de citar genericamente que o framework GEM adotado ajuda a evitar o retreinamento e 'melhorar o tempo total de treino'. Entretanto, não especifica o hardware utilizado (ex: modelo de GPU/CPU, memória) e não reporta métricas quantitativas de custo, latência, tempo computacional ou número de parâmetros, não cumprindo os requisitos para pontuação."
ID_33,MULTI,CST,1,0,,"p. 634, 639; Sec. 4.2/5.1; --; relata parâmetros essenciais e a linguagem de treinamento e modelagem do framework (PyTorch), mas omite o hardware utilizado e métricas de eficiência logadas na rede.",Grau 1. Restrito à dimensão do ambiente em código.,MULTI,0,0,,"p. 1-4; --; --; procurou-se por tempo de inferência, latência, quantidade de parâmetros da rede ou hardware empregado, mas não foram reportados.","Grau 0. O artigo propõe uma nova arquitetura multifacetada (Cross-Domain Fusion e Listener Adaptation com BLSTM e Self-Attention), porém omite integralmente as métricas de complexidade e custo (número de parâmetros e FLOPs), tempos de inferência e de treinamento, assim como omite a especificação de hardware em que foi implementado."
ID_43,SER,CST,1,0,,"p. 652, 660, 668; Sec. I/III/IV; --; fornece ambiente de software (Flower) e descreve qualitativamente a redução da complexidade e dos parâmetros do modelo com o intuito focado de acelerar o treino, mas sem métricas de comparação exatas numéricas.","Grau 1. Discute as barreiras operacionais impostas pelos dispositivos distribuídos de ponta (energia/computação) e argumenta a viabilidade da técnica pelo baixo impacto estrutural perante abordagens tradicionais, mas não submete essa premissa teórica a um benchmark medido em hardware físico.",SER,1,0,,"Sec. III. METHODOLOGY; --; descreve medidas para acelerar o treino e reduzir a contagem de parâmetros, mas não fornece métricas numéricas nem hardware de avaliação.","Grau 1. O texto provê uma descrição qualitativa clara de escolhas voltadas para a eficiência (por ex., uso de max-pooling e normalização em grupo visando 'accelerating the training process' e 'effectively reducing the number of models parameters', respeitando as restrições de energia dos dispositivos). Entretanto, o grau fica limitado a 1, pois não relata valores quantitativos, como latência e contagem explícita de parâmetros, e omite o hardware utilizado nas simulações."
ID_12,FER,SIN,0,1,"O arquivo consiste apenas em uma lista de referências bibliográficas, impossibilitando a verificação de métodos multimodais, características e modelos no texto.",--,NA=1. Ausência de metodologia preditiva avaliável no trecho recuperado.,FER,0,1,"O estudo é estritamente unimodal, avaliando exclusivamente imagens de expressões faciais para a classificação de emoções, sem o uso de um segundo canal de dados que exija alinhamento ou sincronização.",--,"O pipeline utiliza apenas imagens em escala de cinza redimensionadas para 224x224 pixels processadas por uma arquitetura CNN-SVM. Como não há multimodalidade, o item recebe NA=1."
ID_15,FER,SIN,0,1,"O estudo é estritamente unimodal focado na extração de emoções de matrizes de pixels de imagens visuais (CNN), dispensando a necessidade de sincronização de múltiplos canais.",--,NA=1. Não emprega sensores secundários de áudio ou fisiológicos na sua implementação.,FER,0,1,"O estudo é unimodal, baseado estritamente na análise de imagens bidimensionais estáticas de retratos faciais para reconhecer a emoção, dispensando alinhamento ou uso de modalidades secundárias.",--,"Grau 0, NA=1. Como o pipeline analisa os atributos espaciais de uma única imagem em escala de cinza/RGB, não existe o caráter multimodal nem a necessidade de sincronização de múltiplos sinais fisiológicos ou comportamentais."
ID_19,MULTI,SIN,0,0,,"p. 227, 233; Sec. III.B/IV.C; --; busquei por descrições de como os frames da webcam e trechos do microfone foram sincronizados e não encontrei; apenas relata a fusão matemática das saídas preditivas (Decision-level fusion).","Grau 0. O autor aborda o processamento contínuo da webcam e som, porém omite por completo as métricas de tempo, tamanho das amostras conjuntas, taxas por segundo ou métodos para parear os eventos em áudio ao frame visual correspondente.",MULTI,0,0,,"Sec. III.B e IV.C; Fig. 1; relata a fusão tardia de predições de vídeo, mas sem apresentar as regras temporais para o alinhamento das modalidades.","Grau 0. O estudo atua de forma multimodal pela avaliação simultânea em arquivos de vídeo (imagem e áudio extraídos). A arquitetura indica que ambos são passados para seus modelos e os resultados unidos (decision level fusion). Porém, não informa qualquer regra de correspondência semântica e/ou sincronização temporal indicando como os múltiplos frames visuais esparsos ou curtos se alinham ao segmento global de fala na duração do arquivo de vídeo."
ID_41,SER,SIN,2,0,,"p. 266-268; Sec. V.E/VI; --; descreve alinhamento assíncrono agregando medidas de predição passiva e pesquisas EMA em janelas temporais de 1 dia, impondo a checagem de presença obrigatória e tolerância de 7 dias à entrevista de humor clínico.",Grau 2. Cumpre com os requisitos de estudos assíncronos longitudinais. Demonstra como os achados acústicos do fundo do celular são pareados cronologicamente com enquetes manuais (EMA) em recortes de dias (janela temporal) e define expressamente o critério de tolerância restritiva do matching clínico a 7 dias.,SER,1,0,,"p. 5, 8; Sec. IV.B e V.E; --; descreve alinhamento por agregação temporal no nível do segmento de fala (áudio e texto) e em janela de 7 dias (medidas passivas e autorrelato EMA), mas omite tolerâncias finas.","Grau 1. O estudo opera de forma multimodal e longitudinal. Na predição de emoção, combina características acústicas (Wav2Vec2) e lexicais/texto (BERT), concatenando-as após o pooling no nível do segmento pré-definido. Na modelagem de sintomas, o estudo alinha os escores de emoção passiva e de autorrelato (EMA) aos escores clínicos utilizando uma agregação temporal baseada em uma janela de sete dias (critério de inclusão). Como o estudo fornece os elementos de agregação temporal e tamanho da janela, mas omite tolerâncias do alinhamento intrasegmento ou checagens de consistência temporal, a pontuação é 1."
ID_33,MULTI,SIN,1,0,,"p. 659-660; Sec. 3/4.1; --; indica que as modalidades brutas e fisiológicas foram submetidas a resampling para alinhar à taxa dos rótulos e, sequencialmente, divididas em recortes estáticos baseados na causalidade do locutor de 100 amostras na PWCCA.","Grau 1. Descreve em parte a adaptação da taxa das matrizes de feature via resampling e agregações em segmentos, provendo um enquadramento superficial do tratamento temporal entre os parceiros da conversa, desprovido de considerações ou regras da tolerância no relógio dos sensores (sincronização base).",MULTI,1,0,,"p. 2; Sec. 3 e 4.1; --; descreve alinhamento temporal por meio de reamostragem das features multimodais e agregação por janelas na projeção causal, porém não detalha as tolerâncias.","Grau 1. O estudo adota múltiplas modalidades extraídas tanto dos ouvintes quanto dos falantes. Menciona que realizou uma 'reamostragem' ('resampling') prévia das características não especificadas de áudio, vídeo e physio para igualá-las à taxa do rótulo da anotação de impressões, operando num alinhamento de janelas para o modelo de causalidade (segmentos de índice 100 emparelhados de forma síncrona). No entanto, não esclarece a regra operacional fina das interpolações ou as tolerâncias de imprecisão ao parear dados contínuos aos biossinais descompassados originais."
ID_43,SER,SIN,0,1,"A arquitetura CNN usa restritamente as representações acústicas do tempo/frequência (espectrogramas log-Mel) das falas dos clientes, firmando o estudo no terreno da inferência unimodal sonora.",--,NA=1. A ausência de uso de vetores multimodais in-loco nos clientes federados inibe a avaliação I16.,SER,0,1,"O estudo é estritamente unimodal, focado inteiramente na extração de características acústicas através de características baseadas na fala (log-Mel spectrograms) sem usar outras modalidades sensoriais.",--,"Grau 0, NA=1. O algoritmo extrai atributos limitados ao sinal bruto de áudio processado na dimensão temporal, espectral e de canais (STC) apenas para Reconhecimento de Emoção na Fala (SER). Por não exigir um segundo canal de dados alheio ao áudio, a sincronização não se aplica."
